concept_id,code,source,datatype,amrs_id,amrs_datatype
123560,123560,CIEL,N/A,10812,N/A
123565,123565,CIEL,N/A,106,N/A
123583,123583,CIEL,N/A,1453,N/A
123843,123843,CIEL,N/A,11464,N/A
123876,123876,CIEL,N/A,11465,N/A
123944,123944,CIEL,N/A,11466,N/A
124068,124068,CIEL,Coded,7444,Coded
124165,124165,CIEL,N/A,11467,N/A
124601,124601,CIEL,N/A,1468,N/A
124605,124605,CIEL,N/A,11468,N/A
124637,124637,CIEL,N/A,1442,N/A
124640,124640,CIEL,N/A,11469,N/A
124650,124650,CIEL,N/A,835,N/A
124653,124653,CIEL,N/A,144,N/A
124654,124654,CIEL,N/A,144,N/A
124665,124665,CIEL,N/A,8937,N/A
124728,124728,CIEL,N/A,11470,N/A
124994,124994,CIEL,Coded,9028,Coded
124997,124997,CIEL,N/A,10657,N/A
125198,125198,CIEL,N/A,10811,N/A
125201,125201,CIEL,N/A,10820,N/A
125205,125205,CIEL,N/A,11471,N/A
125207,274743004,SNOMED CT,N/A,8066,N/A
125212,125212,CIEL,N/A,11472,N/A
125220,125220,CIEL,N/A,11473,N/A
125225,125225,CIEL,N/A,881,N/A
125270,125270,CIEL,N/A,11474,N/A
125861,125861,CIEL,N/A,8085,N/A
125864,125864,CIEL,N/A,11475,N/A
125866,125866,CIEL,N/A,11476,N/A
126127,126127,CIEL,N/A,10878,N/A
126279,126279,CIEL,N/A,5244,N/A
126319,126319,CIEL,N/A,878,N/A
126371,126371,CIEL,N/A,7755,N/A
126401,126401,CIEL,N/A,879,N/A
126535,126535,CIEL,N/A,10673,N/A
126598,126598,CIEL,N/A,11477,N/A
126626,126626,CIEL,N/A,11478,N/A
126712,126712,CIEL,N/A,197,N/A
127221,127221,CIEL,N/A,11479,N/A
127481,127481,CIEL,N/A,11480,N/A
127532,127532,CIEL,N/A,11481,N/A
127639,127639,CIEL,N/A,10721,N/A
127640,127640,CIEL,N/A,10825,N/A
127750,127750,CIEL,Boolean,1958,N/A
127777,127777,CIEL,N/A,7328,N/A
127784,127784,CIEL,N/A,11482,N/A
127817,127817,CIEL,N/A,11483,N/A
127904,127904,CIEL,N/A,11484,N/A
128141,128141,CIEL,N/A,11485,N/A
128223,128223,CIEL,N/A,11486,N/A
128225,128225,CIEL,N/A,11487,N/A
128310,128310,CIEL,N/A,11488,N/A
128311,128311,CIEL,N/A,11489,N/A
128316,128316,CIEL,N/A,11490,N/A
128318,128318,CIEL,N/A,11491,N/A
128423,128423,CIEL,N/A,11492,N/A
129161,129161,CIEL,N/A,11493,N/A
129369,129369,CIEL,N/A,11494,N/A
129406,129406,CIEL,N/A,11495,N/A
129407,129407,CIEL,N/A,1433,N/A
130059,130059,CIEL,N/A,10744,N/A
130238,130238,CIEL,N/A,11496,N/A
130305,130305,CIEL,N/A,150,N/A
130473,130473,CIEL,N/A,11497,N/A
130628,130628,CIEL,N/A,11498,N/A
130792,130792,CIEL,N/A,11499,N/A
130908,130908,CIEL,N/A,11500,N/A
130987,130987,CIEL,N/A,7999,N/A
131008,131008,CIEL,N/A,11501,N/A
131009,131009,CIEL,N/A,11502,N/A
131015,131015,CIEL,N/A,10667,N/A
131018,131018,CIEL,N/A,11503,N/A
131020,131020,CIEL,N/A,11504,N/A
131028,131028,CIEL,N/A,865,N/A
131034,131034,CIEL,N/A,6734,N/A
131036,131036,CIEL,N/A,11505,N/A
131040,131040,CIEL,N/A,10658,N/A
131113,114,AMPATH,N/A,114,N/A
131115,131115,CIEL,N/A,11506,N/A
131377,131377,CIEL,N/A,11507,N/A
131694,131694,CIEL,N/A,11508,N/A
131730,131730,CIEL,N/A,11509,N/A
131746,131746,CIEL,N/A,11510,N/A
131749,131749,CIEL,N/A,11511,N/A
131788,131788,CIEL,N/A,11512,N/A
131925,131925,CIEL,N/A,11513,N/A
132089,132089,CIEL,N/A,11514,N/A
132387,132387,CIEL,N/A,2093,N/A
132630,132630,CIEL,N/A,11515,N/A
132648,132648,CIEL,N/A,11516,N/A
132650,132650,CIEL,N/A,6004,N/A
132652,132652,CIEL,N/A,1480,Coded
132653,132653,CIEL,N/A,10671,N/A
132654,132654,CIEL,N/A,11517,N/A
132681,132681,CIEL,N/A,11518,N/A
133027,133027,CIEL,Boolean,6029,N/A
133028,133028,CIEL,N/A,10669,N/A
133082,133082,CIEL,N/A,11519,N/A
133467,133467,CIEL,N/A,8059,N/A
133469,133469,CIEL,N/A,10670,N/A
133473,133473,CIEL,N/A,6234,N/A
133487,133487,CIEL,N/A,11520,N/A
133497,133497,CIEL,N/A,534,N/A
133502,133502,CIEL,N/A,11521,N/A
133632,133632,CIEL,N/A,6034,N/A
134026,134026,CIEL,N/A,11522,N/A
134106,134106,CIEL,N/A,11523,N/A
134643,134643,CIEL,N/A,11524,N/A
135367,135367,CIEL,N/A,11525,N/A
135462,135462,CIEL,N/A,10809,N/A
135480,135480,CIEL,N/A,11526,N/A
135488,135488,CIEL,N/A,161,N/A
135585,135585,CIEL,N/A,11527,N/A
135586,135586,CIEL,N/A,11528,N/A
135595,135595,CIEL,N/A,868,N/A
135603,135603,CIEL,N/A,11529,N/A
135695,135695,CIEL,N/A,11530,N/A
135704,135704,CIEL,N/A,11531,N/A
135761,135761,CIEL,N/A,1446,N/A
135764,135764,CIEL,N/A,11084,N/A
135966,135966,CIEL,N/A,590,N/A
135994,135994,CIEL,N/A,11532,N/A
136163,136163,CIEL,N/A,8300,N/A
136245,136245,CIEL,N/A,11533,N/A
136324,136324,CIEL,N/A,11534,N/A
136409,136409,CIEL,N/A,80,N/A
136443,136443,CIEL,N/A,215,N/A
136515,136515,CIEL,N/A,10810,N/A
136518,136518,CIEL,N/A,11535,N/A
136756,136756,CIEL,N/A,1461,N/A
137162,137162,CIEL,N/A,11536,N/A
137262,137262,CIEL,N/A,197,N/A
138235,138235,CIEL,N/A,11537,N/A
138554,138554,CIEL,N/A,10121,N/A
138571,1169,AMPATH,N/A,1169,N/A
138609,138609,CIEL,N/A,11538,N/A
138689,138689,CIEL,N/A,11539,N/A
138692,138692,CIEL,N/A,11540,N/A
138837,138837,CIEL,N/A,11541,N/A
139006,139006,CIEL,N/A,11542,N/A
139059,139059,CIEL,N/A,111,N/A
139080,139080,CIEL,N/A,11543,N/A
139081,139081,CIEL,N/A,11544,N/A
139083,139083,CIEL,N/A,11545,N/A
139084,139084,CIEL,N/A,620,N/A
139100,139100,CIEL,N/A,10714,N/A
139115,139115,CIEL,N/A,11546,N/A
139117,139117,CIEL,N/A,11547,N/A
139146,139146,CIEL,N/A,11548,N/A
139174,139174,CIEL,N/A,11549,N/A
139505,139505,CIEL,N/A,1447,N/A
139514,139514,CIEL,N/A,11550,N/A
139534,139534,CIEL,N/A,11083,N/A
139546,139546,CIEL,N/A,11551,N/A
139547,139547,CIEL,N/A,11552,N/A
139584,139584,CIEL,N/A,11553,N/A
139983,139983,CIEL,N/A,11554,N/A
140070,140070,CIEL,N/A,10661,N/A
140101,140101,CIEL,N/A,11555,N/A
140125,140125,CIEL,N/A,10710,N/A
140237,140237,CIEL,N/A,11556,N/A
140238,140238,CIEL,Coded,5945,Coded
140471,140471,CIEL,N/A,11557,N/A
140485,140485,CIEL,Coded,11558,N/A
140501,140501,CIEL,Boolean,5949,N/A
140707,140707,CIEL,N/A,1396,N/A
140814,140814,CIEL,N/A,8999,N/A
140936,140936,CIEL,N/A,832,N/A
140937,140937,CIEL,N/A,11559,N/A
140941,140941,CIEL,N/A,7350,N/A
140947,140947,CIEL,N/A,1461,N/A
141067,141067,CIEL,N/A,11560,N/A
141128,141128,CIEL,N/A,10657,N/A
141413,141413,CIEL,N/A,11561,N/A
141584,141584,CIEL,N/A,1472,N/A
141585,141585,CIEL,N/A,10807,N/A
141586,141586,CIEL,N/A,873,N/A
141597,141597,CIEL,N/A,10674,N/A
141600,141600,CIEL,N/A,5960,N/A
141647,141647,CIEL,N/A,11562,N/A
141692,141692,CIEL,N/A,11563,N/A
141710,141710,CIEL,N/A,11564,N/A
141814,141814,CIEL,Coded,11565,Coded
141829,141829,CIEL,N/A,11566,N/A
141830,141830,CIEL,N/A,8000,N/A
142073,142073,CIEL,N/A,11538,N/A
142075,142075,CIEL,N/A,11567,N/A
142126,142126,CIEL,N/A,11568,N/A
142177,142177,CIEL,Boolean,6971,N/A
142412,142412,CIEL,Coded,16,N/A
142630,142630,CIEL,N/A,991,N/A
142903,142903,CIEL,N/A,11569,N/A
143172,143172,CIEL,N/A,11570,N/A
143264,107,AMPATH,Coded,107,Coded
143464,143464,CIEL,N/A,11571,N/A
143569,143569,CIEL,N/A,11572,N/A
143604,143604,CIEL,N/A,11573,N/A
143616,143616,CIEL,N/A,11574,N/A
143928,143928,CIEL,N/A,11575,N/A
144046,144046,CIEL,N/A,11576,N/A
144620,144620,CIEL,N/A,11577,N/A
145240,145240,CIEL,N/A,11578,N/A
145333,145333,CIEL,N/A,11579,N/A
145443,145443,CIEL,N/A,11580,N/A
145455,145455,CIEL,N/A,1470,N/A
145461,145461,CIEL,N/A,11579,N/A
145519,145519,CIEL,N/A,151,N/A
145659,145659,CIEL,N/A,11581,N/A
145672,145672,CIEL,N/A,871,N/A
145740,145740,CIEL,N/A,11582,N/A
145762,145762,CIEL,N/A,11583,N/A
145802,145802,CIEL,Coded,5159,Boolean
145994,145994,CIEL,N/A,11584,N/A
146419,146419,CIEL,N/A,113,N/A
146513,1435,AMPATH,N/A,1435,N/A
146517,146517,CIEL,N/A,5334,N/A
146520,146520,CIEL,N/A,11585,N/A
146627,146627,CIEL,N/A,11586,N/A
146934,146934,CIEL,N/A,11587,N/A
147104,111516008,SNOMED CT,N/A,8045,N/A
147232,147232,CIEL,Coded,1489,N/A
147241,147241,CIEL,N/A,2376,N/A
147267,147267,CIEL,N/A,11588,N/A
147326,147326,CIEL,N/A,11589,N/A
147370,147370,CIEL,N/A,11590,N/A
148030,148030,CIEL,N/A,11591,N/A
148031,148031,CIEL,N/A,456,N/A
148035,148035,CIEL,N/A,456,N/A
148140,148140,CIEL,N/A,11592,N/A
148175,148175,CIEL,N/A,11593,N/A
148580,148580,CIEL,N/A,11594,N/A
148647,148647,CIEL,N/A,11595,N/A
148648,148648,CIEL,N/A,11596,N/A
148649,148649,CIEL,N/A,11597,N/A
148651,148651,CIEL,N/A,11598,N/A
148762,1441,AMPATH,N/A,1441,N/A
148900,148900,CIEL,N/A,11599,N/A
149077,149077,CIEL,N/A,11600,N/A
149078,149078,CIEL,N/A,1437,N/A
149342,149342,CIEL,N/A,11601,N/A
149478,149478,CIEL,N/A,11602,N/A
149600,149600,CIEL,N/A,11603,N/A
149856,149856,CIEL,N/A,7397,N/A
149893,149893,CIEL,N/A,11604,N/A
150144,150144,CIEL,N/A,838,N/A
150575,150575,CIEL,N/A,11605,N/A
150613,150613,CIEL,N/A,11606,N/A
150626,150626,CIEL,N/A,494,N/A
150654,150654,CIEL,N/A,125,N/A
150796,150796,CIEL,N/A,11607,N/A
150898,150898,CIEL,N/A,151,N/A
150915,150915,CIEL,Coded,2185,N/A
150916,150916,CIEL,N/A,151,N/A
150917,150917,CIEL,N/A,11608,N/A
151849,151849,CIEL,N/A,1843,N/A
151879,151879,CIEL,N/A,620,N/A
152230,152230,CIEL,N/A,11609,N/A
152460,152460,CIEL,Coded,2020,Coded
152503,152503,CIEL,N/A,11610,N/A
152526,152526,CIEL,N/A,10765,N/A
152727,152727,CIEL,N/A,11611,N/A
152756,152756,CIEL,N/A,11612,N/A
152953,152953,CIEL,N/A,60,N/A
152973,152973,CIEL,N/A,11613,N/A
153349,153349,CIEL,N/A,9085,N/A
153608,1440,AMPATH,N/A,1440,N/A
153714,153714,CIEL,N/A,11614,N/A
153740,153740,CIEL,N/A,11615,N/A
153864,153864,CIEL,N/A,456,N/A
154015,154015,CIEL,N/A,7434,N/A
154169,154169,CIEL,N/A,828,N/A
154317,154317,CIEL,N/A,11616,N/A
154329,154329,CIEL,N/A,11617,N/A
154397,154397,CIEL,N/A,11618,N/A
154909,154909,CIEL,N/A,620,N/A
154944,154944,CIEL,N/A,11619,N/A
154948,154948,CIEL,N/A,11620,N/A
154964,154964,CIEL,N/A,43,N/A
154983,154983,CIEL,N/A,11602,N/A
155029,155029,CIEL,N/A,1470,N/A
155231,155231,CIEL,N/A,134,N/A
155355,155355,CIEL,N/A,11621,N/A
155392,155392,CIEL,N/A,5334,N/A
155468,155468,CIEL,N/A,11622,N/A
155495,155495,CIEL,N/A,11623,N/A
155496,155496,CIEL,N/A,11624,N/A
155554,155554,CIEL,N/A,456,N/A
155940,155940,CIEL,N/A,11625,N/A
156046,156046,CIEL,N/A,11626,N/A
156113,156113,CIEL,N/A,6233,N/A
156471,156471,CIEL,N/A,879,N/A
156668,156668,CIEL,N/A,11627,N/A
156812,156812,CIEL,N/A,116,N/A
157380,157380,CIEL,N/A,11535,N/A
157498,157498,CIEL,N/A,10830,N/A
157544,157544,CIEL,N/A,6997,N/A
157812,157812,CIEL,N/A,11628,N/A
158289,158289,CIEL,N/A,11629,N/A
158358,158358,CIEL,N/A,1789,N/A
158420,158420,CIEL,N/A,11630,N/A
158460,158460,CIEL,N/A,11631,N/A
158551,158551,CIEL,N/A,11632,N/A
158699,158699,CIEL,N/A,11633,N/A
158728,158728,CIEL,N/A,11634,N/A
158843,158843,CIEL,N/A,150,N/A
159012,159012,CIEL,N/A,6001,N/A
159098,159098,CIEL,Coded,10785,Coded
159249,159249,CIEL,N/A,11635,N/A
159250,159250,CIEL,N/A,11636,N/A
159307,159307,CIEL,N/A,11637,N/A
159314,278287000,SNOMED CT,N/A,10072,N/A
159328,159328,CIEL,N/A,1454,N/A
159368,159368,CIEL,Numeric,10893,Numeric
159376,159376,CIEL,Date,11638,Date
159382,159382,CIEL,Coded,8360,N/A
159392,159392,CIEL,N/A,6137,N/A
159395,159395,CIEL,Text,7222,Text
159405,159405,CIEL,N/A,6343,N/A
159406,159406,CIEL,N/A,6655,N/A
159407,159407,CIEL,N/A,6344,N/A
159423,159423,CIEL,Coded,10726,Coded
159426,159426,CIEL,Coded,7754,Coded
159427,159427,CIEL,Coded,1357,Coded
159449,159449,CIEL,Coded,11639,Coded
159450,159450,CIEL,N/A,11640,N/A
159461,159461,CIEL,N/A,11641,N/A
159462,159462,CIEL,N/A,11642,N/A
159463,159463,CIEL,N/A,11643,N/A
159464,1969,AMPATH,N/A,1969,N/A
159465,159465,CIEL,N/A,8589,N/A
159466,159466,CIEL,N/A,11644,N/A
159467,159467,CIEL,N/A,11645,N/A
159492,159492,CIEL,N/A,1594,N/A
159495,159495,CIEL,Text,10650,Text
159524,159524,CIEL,N/A,6219,N/A
159598,1434,AMPATH,N/A,1434,N/A
159599,1499,AMPATH,Date,1499,Date
159613,159613,CIEL,N/A,1966,N/A
159615,159615,CIEL,Coded,10987,Coded
159616,159616,CIEL,Numeric,6225,Numeric
159662,159662,CIEL,N/A,6437,N/A
159673,159673,CIEL,N/A,6407,N/A
159675,159675,CIEL,N/A,6403,N/A
159707,159707,CIEL,Coded,6297,Coded
159715,159715,CIEL,N/A,6290,N/A
159734,159734,CIEL,Coded,10903,Coded
159772,159772,CIEL,N/A,6269,N/A
159777,159777,CIEL,Coded,6287,Coded
159783,159783,CIEL,N/A,6218,N/A
159785,159785,CIEL,N/A,6216,N/A
159786,159786,CIEL,Coded,6206,Coded
159787,159787,CIEL,Date,6207,Date
159791,159791,CIEL,N/A,6202,N/A
159799,159799,CIEL,N/A,6171,N/A
159811,159811,CIEL,Coded,6152,Coded
159833,159833,CIEL,N/A,6103,N/A
159836,159836,CIEL,N/A,6102,N/A
159871,159871,CIEL,Coded,2239,Coded
159873,159873,CIEL,N/A,2237,N/A
159875,159875,CIEL,N/A,2235,N/A
159876,159876,CIEL,N/A,2234,N/A
159878,159878,CIEL,N/A,2232,N/A
159891,159891,CIEL,Coded,2183,Coded
159896,159896,CIEL,N/A,11646,N/A
159917,159917,CIEL,Coded,6224,Coded
159935,159935,CIEL,Coded,2031,Coded
159936,159936,CIEL,Coded,2051,Coded
159937,159937,CIEL,N/A,2050,N/A
159939,159939,CIEL,Coded,2048,Coded
159940,159940,CIEL,N/A,2047,Coded
159941,159941,CIEL,Coded,8584,Coded
159947,159947,CIEL,N/A,11647,N/A
159948,159948,CIEL,Date,9728,Date
159951,159951,CIEL,Datetime,10253,Date
159958,159958,CIEL,Coded,10755,Coded
159960,159960,CIEL,N/A,10750,N/A
159961,159961,CIEL,Coded,9044,Coded
159964,159964,CIEL,Datetime,10752,Datetime
159981,159981,CIEL,N/A,10753,N/A
159982,159982,CIEL,Coded,10742,Coded
159985,159985,CIEL,N/A,9047,N/A
160016,160016,CIEL,N/A,8308,N/A
160022,160022,CIEL,N/A,9045,N/A
160028,160028,CIEL,N/A,1478,N/A
160034,160034,CIEL,N/A,1593,N/A
160040,160040,CIEL,Coded,2225,Coded
160080,160080,CIEL,Numeric,10708,Numeric
160082,160082,CIEL,Date,10899,Date
160095,160095,CIEL,N/A,11648,N/A
160104,160104,CIEL,N/A,9052,N/A
160105,160105,CIEL,N/A,11649,N/A
160108,160108,CIEL,Coded,11650,Coded
160119,160119,CIEL,Coded,11651,Coded
160123,160123,CIEL,N/A,11030,N/A
160124,160124,CIEL,N/A,9053,N/A
160148,160148,CIEL,N/A,123,N/A
160197,160197,CIEL,N/A,11652,N/A
160208,160208,CIEL,N/A,10675,N/A
160246,160246,CIEL,Coded,10835,Coded
160288,160288,CIEL,Coded,1835,Coded
160300,160300,CIEL,N/A,11653,N/A
160429,160429,CIEL,Boolean,8701,Coded
160430,160430,CIEL,Text,10727,Text
160433,160433,CIEL,Coded,9082,Coded
160442,160442,CIEL,N/A,11654,N/A
160479,160479,CIEL,N/A,6881,N/A
160515,160515,CIEL,N/A,11655,N/A
160521,160521,CIEL,N/A,10728,N/A
160523,160523,CIEL,N/A,2345,N/A
160525,160525,CIEL,N/A,11656,N/A
160531,160531,CIEL,Text,11657,Text
160533,160533,CIEL,Boolean,1633,Boolean
160534,160534,CIEL,Date,10747,Date
160535,160535,CIEL,Text,10748,Text
160536,160536,CIEL,N/A,8349,N/A
160537,160537,CIEL,N/A,8350,N/A
160538,160538,CIEL,N/A,1776,N/A
160539,160539,CIEL,N/A,10740,N/A
160540,160540,CIEL,Coded,6749,Coded
160541,160541,CIEL,N/A,10649,N/A
160542,160542,CIEL,N/A,1965,N/A
160544,160544,CIEL,N/A,10874,N/A
160546,160546,CIEL,N/A,1964,N/A
160551,160551,CIEL,N/A,10648,N/A
160553,160553,CIEL,Coded,10841,Coded
160554,160554,CIEL,Date,9203,Date
160555,160555,CIEL,Date,7013,Date
160557,160557,CIEL,Boolean,10681,Boolean
160559,160559,CIEL,N/A,7061,N/A
160561,160561,CIEL,N/A,11658,N/A
160562,160562,CIEL,Coded,11659,Coded
160563,160563,CIEL,Coded,10793,Coded
160566,160566,CIEL,Boolean,8296,N/A
160567,160567,CIEL,N/A,11660,N/A
160568,160568,CIEL,Coded,11661,Coded
160569,160569,CIEL,Boolean,8297,N/A
160570,160570,CIEL,N/A,6725,N/A
160571,160571,CIEL,N/A,11662,N/A
160572,160572,CIEL,N/A,8299,N/A
160573,160573,CIEL,N/A,7062,N/A
160575,160575,CIEL,Coded,6687,Coded
160578,160578,CIEL,N/A,9785,N/A
160579,160579,CIEL,Coded,1832,N/A
160580,160580,CIEL,Coded,8290,N/A
160581,160581,CIEL,Coded,6578,Coded
160582,160582,CIEL,Coded,1668,Coded
160583,160583,CIEL,N/A,7064,N/A
160584,160584,CIEL,N/A,6100,N/A
160585,160585,CIEL,N/A,1548,N/A
160586,160586,CIEL,N/A,1647,N/A
160587,160587,CIEL,N/A,1648,N/A
160588,160588,CIEL,N/A,7065,N/A
160589,160589,CIEL,N/A,1666,N/A
160593,160593,CIEL,N/A,7074,N/A
160596,160596,CIEL,Coded,2061,Coded
160602,160602,CIEL,Date,10876,Date
160617,160617,CIEL,Numeric,6909,Numeric
160631,160631,CIEL,N/A,10739,N/A
160632,160632,CIEL,Text,1915,Text
160638,160638,CIEL,Text,10653,Text
160639,160639,CIEL,N/A,1410,N/A
160640,160640,CIEL,Coded,10741,Coded
160641,160641,CIEL,Text,10872,Text
160642,160642,CIEL,Text,10873,Text
160643,160643,CIEL,Coded,7007,Coded
160644,160644,CIEL,Text,11028,Text
160647,160647,CIEL,N/A,6795,N/A
160648,160648,CIEL,N/A,10844,N/A
160649,160649,CIEL,Date,10651,Date
160652,160652,CIEL,N/A,10709,N/A
160653,160653,CIEL,Coded,8355,Coded
160658,160658,CIEL,Coded,11082,Coded
160727,160727,CIEL,N/A,7274,N/A
160728,160728,CIEL,N/A,7273,N/A
160729,160729,CIEL,N/A,11663,N/A
160730,160730,CIEL,N/A,11664,N/A
160737,160737,CIEL,N/A,6621,N/A
160738,160738,CIEL,Date,10855,Date
160739,160739,CIEL,Date,1677,Date
160740,160740,CIEL,N/A,10853,N/A
160741,160741,CIEL,N/A,1281,N/A
160750,160750,CIEL,Text,7069,Text
160752,160752,CIEL,Text,11665,Text
160753,160753,CIEL,Date,10706,Date
160754,160754,CIEL,N/A,10702,N/A
160757,160757,CIEL,N/A,10875,N/A
160758,160758,CIEL,N/A,10705,N/A
160759,160759,CIEL,Coded,11029,Coded
160855,160855,CIEL,Coded,1896,Coded
160858,160858,CIEL,N/A,1888,N/A
160862,160862,CIEL,N/A,1891,N/A
160863,160863,CIEL,N/A,10890,N/A
160864,160864,CIEL,N/A,10891,N/A
160865,160865,CIEL,N/A,10892,N/A
160866,160866,CIEL,N/A,1889,N/A
160870,160870,CIEL,N/A,1890,N/A
161033,161033,CIEL,Coded,6224,Coded
161236,161236,CIEL,N/A,11666,N/A
161356,161356,CIEL,Coded,9043,Coded
161357,161357,CIEL,N/A,10743,N/A
161358,161358,CIEL,N/A,6750,N/A
161360,161360,CIEL,N/A,1932,N/A
161361,161361,CIEL,N/A,10795,N/A
161363,161363,CIEL,N/A,6965,N/A
161364,161364,CIEL,N/A,1400,N/A
161438,161438,CIEL,Numeric,10905,Numeric
161440,161440,CIEL,Coded,9307,Coded
161442,161442,CIEL,Coded,7276,Coded
161446,161446,CIEL,N/A,302,N/A
161551,161551,CIEL,Text,7060,Text
161555,161555,CIEL,Coded,1596,Coded
161557,161557,CIEL,Coded,2312,Coded
161558,161558,CIEL,Coded,9611,Coded
161559,161559,CIEL,N/A,11026,N/A
161561,161561,CIEL,Date,10737,Date
161564,161564,CIEL,Text,9054,Text
161601,161601,CIEL,Coded,8565,Coded
161628,161628,CIEL,N/A,9041,N/A
161630,161630,CIEL,Coded,10967,Coded
161642,161642,CIEL,N/A,9025,N/A
161643,161643,CIEL,Coded,1412,Coded
161651,161651,CIEL,Coded,1368,Boolean
161652,161652,CIEL,Coded,10831,Coded
161654,161654,CIEL,Numeric,11667,Numeric
161655,161655,CIEL,Numeric,11668,Numeric
161879,161879,CIEL,N/A,2032,N/A
161881,161881,CIEL,N/A,8581,N/A
161888,161888,CIEL,N/A,11088,N/A
162042,162042,CIEL,N/A,3,N/A
162050,162050,CIEL,N/A,2240,N/A
162053,162053,CIEL,Numeric,9775,Text
162055,162055,CIEL,Coded,10970,Coded
162056,162056,CIEL,Coded,8538,N/A
162057,162057,CIEL,Coded,8539,N/A
162058,162058,CIEL,Coded,8540,N/A
162059,162059,CIEL,Coded,8541,N/A
162060,162060,CIEL,Coded,8544,N/A
162061,162061,CIEL,Coded,8542,N/A
162062,162062,CIEL,Coded,8543,N/A
162064,162064,CIEL,Coded,8528,Coded
162065,162065,CIEL,N/A,8527,N/A
162066,162066,CIEL,Coded,8532,Coded
162069,162069,CIEL,Coded,8537,Coded
162077,162077,CIEL,Coded,10426,Coded
162081,162081,CIEL,N/A,10200,N/A
162082,162082,CIEL,N/A,10972,N/A
162084,162084,CIEL,Coded,10417,Coded
162085,162085,CIEL,N/A,6170,N/A
162095,162095,CIEL,Boolean,6746,Coded
162096,162096,CIEL,Coded,10918,Coded
162140,162140,CIEL,Datetime,10070,Date
162170,162170,CIEL,N/A,11027,N/A
162195,162195,CIEL,N/A,11669,N/A
162199,162199,CIEL,N/A,9050,N/A
162200,162200,CIEL,N/A,9051,N/A
162201,162201,CIEL,N/A,9055,N/A
162202,162202,CIEL,Coded,10761,Coded
162204,162204,CIEL,N/A,10763,N/A
162221,162221,CIEL,N/A,7246,N/A
162224,162224,CIEL,N/A,10843,N/A
162225,162225,CIEL,Coded,9207,Coded
162226,162226,CIEL,N/A,9042,N/A
162227,162227,CIEL,Date,9206,Date
162229,162229,CIEL,Coded,10832,Coded
162230,162230,CIEL,Coded,11086,Coded
162240,162240,CIEL,Coded,10852,Coded
162241,162241,CIEL,N/A,11670,N/A
162242,162242,CIEL,N/A,11671,N/A
162275,162275,CIEL,Coded,7502,Coded
162296,162296,CIEL,N/A,11672,N/A
162309,162309,CIEL,Coded,10677,Coded
162311,162311,CIEL,Coded,8601,Coded
162331,162331,CIEL,N/A,8578,N/A
162332,162332,CIEL,N/A,10956,N/A
162549,162549,CIEL,Date,9605,Date
162561,162561,CIEL,N/A,10798,N/A
162563,162563,CIEL,N/A,10801,N/A
162565,162565,CIEL,N/A,10797,N/A
162626,162626,CIEL,N/A,10660,N/A
162695,162695,CIEL,Coded,10837,Coded
162724,162724,CIEL,Text,6748,Text
162737,162737,CIEL,Coded,1119,Coded
162747,162747,CIEL,Coded,10239,Coded
162760,162760,CIEL,Coded,6968,Coded
162877,162877,CIEL,Coded,10707,Coded
163089,163089,CIEL,Coded,10836,Coded
163104,163104,CIEL,Text,7222,Text
163164,163164,CIEL,Coded,10839,Coded
163201,163201,CIEL,Coded,10729,Coded
163281,163281,CIEL,Date,11678,Date
163300,163300,CIEL,Coded,10805,Coded
163302,163302,CIEL,Coded,9471,Coded
163303,163303,CIEL,N/A,9472,N/A
163414,163414,CIEL,Coded,10676,Coded
163523,163523,CIEL,Coded,11673,Coded
163565,163565,CIEL,N/A,10479,N/A
163607,163607,CIEL,Coded,11674,Coded
163611,163611,CIEL,N/A,10766,N/A
163752,163752,CIEL,Coded,2028,Coded
163766,163766,CIEL,Coded,10087,Coded
163794,163794,CIEL,N/A,6656,N/A
164073,164073,CIEL,Date,10783,Date
164074,164074,CIEL,Date,10784,Date
164075,164075,CIEL,Coded,10788,Coded
164144,164144,CIEL,Coded,10647,Coded
164360,164360,CIEL,Coded,10840,Coded
164425,164425,CIEL,Coded,11675,Coded
164500,164500,CIEL,Coded,2021,Coded
164505,164505,CIEL,N/A,6964,N/A
164511,164511,CIEL,N/A,10799,N/A
164512,164512,CIEL,N/A,10800,N/A
164855,164855,CIEL,Coded,10804,Coded
164886,164886,CIEL,Coded,10838,Coded
